食品名,エネルギー,水分,たんぱく質,脂質,炭水化物,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,ビタミンA,ビタミンD,ビタミンE,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン当量,ビタミンB6,ビタミンB12,葉酸,パントテン酸,ビオチン,ビタミンC,アルコール,食塩相当量
エンダイブ葉生,14,94.6,1.2,0.2,2.9,35,270,51,19,30,0.6,0.4,0.05,1.1,0,0,0,0,140,0,0.8,120,0.06,0.08,0.4,0.08,0,90,0.16,0,7,0,0.1
えんどう類トウミョウ茎葉生,28,90.9,3.8,0.4,4,7,350,34,22,61,1,0.4,0.08,1.11,0,0,0,0,340,0,3.3,280,0.24,0.27,1.6,0.19,0,91,0.8,0,79,0,0
えんどう類トウミョウ芽ばえ生,27,92.2,3.8,0.4,3.2,1,130,7,13,47,0.8,0.5,0.1,0.23,0,0,0,0,250,0,1.6,210,0.17,0.21,1.3,0.15,0,120,0.39,0,43,0,0
えんどう類トウミョウ芽ばえゆで,28,91.7,3.6,0.6,3.8,1,73,8,13,41,0.9,0.3,0.09,0.25,0,0,0,0,400,0,3.2,300,0.1,0.08,0.8,0.07,0,51,0.27,0,14,0,0
えんどう類トウミョウ芽ばえ油いため,84,84.3,5,5.9,4.3,2,170,8,17,62,1,0.6,0.13,0.29,0,0,0,0,370,0,3.7,300,0.21,0.26,1.8,0.18,0,180,0.6,0,30,0,0
えんどう類さやえんどう若ざや生,38,88.6,3.1,0.2,7.5,1,200,35,24,63,0.9,0.6,0.1,0.4,0,0,0,24,47,0,0.7,47,0.15,0.11,1.2,0.08,0,73,0.56,5.1,60,0,0
えんどう類さやえんどう若ざやゆで,36,89.1,3.2,0.2,7,1,160,36,23,61,0.8,0.6,0.09,0.39,0,0,0,0,48,0,0.7,40,0.14,0.1,1,0.06,0,56,0.47,0,44,0,0
えんどう類スナップえんどう若ざや生,47,86.6,2.9,0.1,9.9,1,160,32,21,62,0.6,0.4,0.08,0.22,0,0,0,0,34,0,0.4,33,0.13,0.09,1.1,0.09,0,53,0.22,0,43,0,0
えんどう類グリンピース生,76,76.5,6.9,0.4,15.3,1,340,23,37,120,1.7,1.2,0.19,0.48,0,1,0,65,35,0,0.1,27,0.39,0.16,3.7,0.15,0,76,0.63,6.3,19,0,0
えんどう類グリンピースゆで,99,72.2,8.3,0.2,18.5,3,340,32,39,80,2.2,1.2,0.19,0.68,0,0,0,0,36,0,0.1,31,0.29,0.14,3.3,0.09,0,70,0.54,0,16,0,0
えんどう類グリンピース冷凍,80,75.7,5.8,0.7,17.1,9,240,27,31,110,1.6,1,0.17,0.38,0,1,1,77,36,0,0,27,0.29,0.11,3,0.09,0,77,0.39,5.3,20,0,0
えんどう類グリンピース冷凍ゆで,82,74.6,6.2,0.7,17.8,8,210,29,32,110,1.7,1,0.16,0.39,0,1,1,60,41,0,0,29,0.27,0.09,2.9,0.08,0,68,0.36,5.2,13,0,0
えんどう類グリンピース冷凍油いため,114,70.1,6.3,4.6,18.2,10,260,28,33,110,1.7,1,0.18,0.41,0,1,1,74,39,0,0.8,34,0.31,0.12,3.1,0.09,0,81,0.48,5.8,16,0,0
えんどう類グリンピース水煮缶詰,82,74.9,3.6,0.4,19.7,330,37,33,18,82,1.8,0.6,0.15,0.3,0,0,0,0,17,0,0,19,0.04,0.04,1.7,0.02,0,10,0.69,0,0,0,0.8
おおさかしろな葉生,12,94.9,1.4,0.2,2.2,22,400,150,21,52,1.2,0.5,0.06,0.29,0,0,0,0,110,0,1.2,190,0.06,0.18,0.9,0.13,0,150,0.24,0,28,0,0.1
おおさかしろな葉ゆで,16,94,1.6,0.3,3.1,20,240,140,15,46,1,0.5,0.05,0.29,0,0,0,0,130,0,1.9,240,0.03,0.09,0.6,0.07,0,86,0.12,0,24,0,0.1
おおさかしろな塩漬,19,91,1.3,0.3,4.5,620,380,130,21,52,0.7,0.6,0.06,0.26,0,0,0,0,110,0,1.6,340,0.06,0.15,0.9,0.16,0,88,0.23,0,38,0,1.6
おかひじき茎葉生,16,92.5,1.4,0.2,3.4,56,680,150,51,40,1.3,0.6,0.1,0.66,0,0,0,0,280,0,1,310,0.06,0.13,0.7,0.04,0,93,0.22,0,21,0,0.1
おかひじき茎葉ゆで,16,92.9,1.2,0.1,3.8,66,510,150,48,34,0.9,0.6,0.1,0.59,0,0,0,0,260,0,1,360,0.04,0.1,0.6,0.03,0,85,0.22,0,15,0,0.2
オクラ果実生,26,90.2,2.1,0.2,6.6,4,280,92,51,58,0.5,0.6,0.13,0.48,0,0,0,6,44,0,1.2,66,0.09,0.09,1.2,0.1,0,110,0.42,6.6,11,0,0
オクラ果実ゆで,25,89.4,2.1,0.1,7.6,4,280,90,51,56,0.5,0.5,0.11,0.48,0,0,0,8,44,0,1.2,66,0.09,0.09,1.2,0.08,0,110,0.42,6.5,7,0,0
かぶ葉生,20,92.3,2.3,0.1,3.9,24,330,250,25,42,2.1,0.3,0.1,0.64,6,3,2,16,230,0,3.1,340,0.08,0.16,1.7,0.16,0,110,0.36,2.7,82,0,0.1
かぶ葉ゆで,20,92.2,2.3,0.1,4.4,18,180,190,14,47,1.5,0.2,0.08,0.41,0,0,0,0,270,0,3.3,370,0.02,0.05,1,0.14,0,66,0.24,0,47,0,0
かぶ根皮つき生,18,93.9,0.7,0.1,4.6,5,280,24,8,28,0.3,0.1,0.03,0.06,0,0,0,0,0,0,0,0,0.03,0.03,0.8,0.08,0,48,0.25,0,19,0,0
かぶ根皮つきゆで,18,93.8,0.7,0.1,4.7,6,310,28,10,32,0.3,0.1,0.03,0.07,0,0,0,0,0,0,0,0,0.03,0.03,0.8,0.05,0,49,0.22,0,16,0,0
かぶ根皮なし生,19,93.9,0.6,0.1,4.8,5,250,24,8,25,0.2,0.1,0.03,0.05,0,0,0,1,0,0,0,0,0.03,0.03,0.7,0.07,0,49,0.23,1,18,0,0
かぶ根皮なしゆで,20,93.7,0.6,0.1,5,4,250,28,9,26,0.2,0.1,0.02,0,0,0,0,0,0,0,0,0,0.03,0.03,0.6,0.06,0,56,0.21,0,16,0,0
かぶ漬物塩漬葉,27,87.9,2.3,0.2,6,910,290,240,32,46,2.6,0.3,0.06,0.33,0,0,0,0,100,0,2.9,360,0.07,0.19,1.8,1.1,0,78,0.49,0,44,0,2.3
かぶ漬物塩漬根皮つき,21,90.5,1,0.2,4.9,1100,310,48,11,36,0.3,0.1,0.03,0.05,0,0,0,0,0,0,0,0,0.02,0.03,0.9,0.08,0,48,0.39,0,19,0,2.8
かぶ漬物塩漬根皮なし,19,89.4,0.8,0.1,4.7,1700,400,33,14,38,0.3,0.2,0.04,0.05,0,0,0,0,0,0,0,0,0.04,0.03,0.3,0.1,0,58,0.25,0,21,0,4.3
かぶ漬物ぬかみそ漬葉,35,83.5,3.3,0.1,7.1,1500,540,280,65,81,2.2,0.4,0.09,0.4,0,0,0,0,140,0,4,260,0.31,0.24,5.4,0.36,0,81,0.73,0,49,0,3.8
かぶ漬物ぬかみそ漬根皮つき,27,89.5,1.5,0.1,5.9,860,500,57,29,44,0.3,0.2,0.04,0.09,0,0,0,0,0,0,0,0,0.25,0.04,3.1,0.19,0,74,0.46,0,28,0,2.2
かぶ漬物ぬかみそ漬根皮なし,31,83.5,1.4,0.1,6.9,2700,740,26,68,76,0.3,0.2,0.04,0,0,0,0,0,0,0,0,0,0.45,0.05,3.4,0.42,0,70,1.11,0,20,0,6.9
かぼちゃ類日本かぼちゃ果実生,41,86.7,1.6,0.1,10.9,1,420,20,15,55,0.5,0.3,0.08,0.08,0,0,0,1,120,0,2.2,26,0.08,0.05,1.2,0.15,0,80,0.5,1.9,16,0,0
かぼちゃ類日本かぼちゃ果実ゆで,55,84,1.9,0.1,13.3,1,350,18,15,45,0.5,0.2,0.07,0.08,0,0,0,1,92,0,2.1,27,0.06,0.03,1.1,0.12,0,75,0.5,1.7,16,0,0
かぼちゃ類西洋かぼちゃ果実生,78,76.2,1.9,0.3,20.6,1,430,22,25,48,0.4,0.3,0.07,0.07,0,0,0,5,210,0,3.9,37,0.07,0.08,1.7,0.23,0,42,0.62,1.9,43,0,0
かぼちゃ類西洋かぼちゃ果実ゆで,80,75.7,1.6,0.3,21.3,1,340,22,24,37,0.3,0.3,0.07,0.07,0,0,0,6,210,0,3.4,31,0.04,0.06,1.4,0.18,0,38,0.62,1.5,32,0,0
かぼちゃ類西洋かぼちゃ果実焼き,105,68.2,2.5,0.4,27.7,0,570,19,31,55,0.6,0.4,0.08,0.17,0,0,0,0,450,0,6.9,0,0.09,0.12,2.5,0.22,0,58,0.77,0,44,0,0
かぼちゃ類西洋かぼちゃ果実冷凍,75,78.1,2.2,0.3,18.5,3,430,25,26,46,0.5,0.6,0.05,0.14,0,0,0,0,310,0,4.2,17,0.06,0.09,1.7,0.19,0,48,0.44,0,34,0,0
かぼちゃ類そうめんかぼちゃ果実生,25,92.4,0.7,0.1,6.1,1,260,27,16,35,0.3,0.2,0.05,0.09,0,0,0,0,4,0,0.2,0,0.05,0.01,0.7,0.1,0,25,0.36,0,11,0,0
からしな葉生,26,90.3,3.3,0.1,4.7,60,620,140,21,72,2.2,0.9,0.08,1.02,0,0,0,0,230,0,3,260,0.12,0.27,2.2,0.25,0,310,0.32,0,64,0,0.2
からしな塩漬,36,84.5,4,0.1,7.2,970,530,150,23,71,1.8,1.1,0.1,0.76,0,0,0,0,250,0,3.1,270,0.08,0.28,1.8,0.27,0,210,0.37,0,80,0,2.5
カリフラワー花序生,28,90.8,3,0.1,5.2,8,410,24,18,68,0.6,0.6,0.05,0.22,0,0,0,4,2,0,0.2,17,0.06,0.11,1.3,0.23,0,94,1.3,8.5,81,0,0
カリフラワー花序ゆで,26,91.5,2.7,0.1,5.1,8,220,23,13,37,0.7,0.4,0.03,0.17,0,0,0,0,1,0,0.2,31,0.05,0.05,0.7,0.13,0,88,0.84,0,53,0,0
かんぴょう乾,239,19.8,6.3,0.2,68.1,3,1800,250,110,140,2.9,1.8,0.62,1.6,2,2,5,13,0,0,0.4,0,0,0.04,3.2,0.04,0,99,1.75,8,0,0,0
かんぴょうゆで,21,91.6,0.7,0,7.2,1,100,34,10,16,0.3,0.2,0.08,0.14,0,0,0,0,0,0,0.1,0,0,0,0.4,0,0,7,0,0,0,0,0
かんぴょう甘煮,146,57.6,2.3,0.2,36.5,1200,90,44,21,34,0.5,0.3,0.05,0.31,8,2,2,8,0,0,0,0,0.01,0,0.4,0.03,0,10,0.07,1.9,0,0,3.1
きく花びら生,25,91.5,1.4,0,6.5,2,280,22,12,28,0.7,0.3,0.04,0.36,0,0,0,0,6,0,4.6,11,0.1,0.11,0.9,0.08,0,73,0.2,0,11,0,0
きく花びらゆで,21,92.9,1,0,5.7,1,140,16,9,20,0.5,0.2,0.04,0.24,0,0,0,0,5,0,4.1,10,0.06,0.07,0.5,0.04,0,40,0.15,0,5,0,0
きく菊のり,283,9.5,11.6,0.2,73.5,14,2500,160,140,250,11,2.2,0.62,1.34,0,0,0,0,15,0,25,62,0.73,0.89,7.2,0.69,0,370,1.5,0,10,0,0
キャベツ類キャベツ結球葉生,23,92.9,1.2,0.1,5.2,5,190,42,14,26,0.3,0.1,0.02,0.13,0,0,0,2,2,0,0.1,79,0.04,0.03,0.4,0.1,0,66,0.19,1.5,38,0,0
キャベツ類キャベツ結球葉ゆで,19,93.9,0.9,0.2,4.6,3,92,40,9,20,0.2,0.1,0.02,0.14,0,0,0,3,5,0,0.1,76,0.02,0.01,0.2,0.05,0,48,0.11,1.2,17,0,0
キャベツ類キャベツ結球葉油いため,78,85.7,1.6,6,5.9,6,250,53,17,33,0.4,0.2,0.03,0.19,0,0,0,0,7,0,1.1,120,0.05,0.04,0.5,0.15,0,130,0.3,0,47,0,0
キャベツ類キャベツ結球葉カット常法洗浄,15,94.8,1.1,0.1,3.6,10,150,35,12,22,0.3,0.1,0.02,0.09,0,0,0,3,1,0,0.1,67,0.04,0.03,0.3,0.08,0,52,0.2,1.2,29,0,0
キャベツ類キャベツ結球葉カット次亜塩素酸洗浄,14,95.1,1,0.2,3.2,8,140,38,13,21,0.3,0.1,0.02,0.09,0,0,0,2,1,0,0.1,62,0.04,0.03,0.3,0.08,0,58,0.18,1.1,28,0,0
キャベツ類グリーンボール結球葉生,20,93.4,1.4,0.1,4.3,4,270,58,17,41,0.4,0.2,0.03,0.18,0,0,0,0,9,0,0.2,79,0.05,0.04,0.6,0.13,0,53,0.31,0,47,0,0
キャベツ類レッドキャベツ結球葉生,30,90.4,2,0.1,6.7,4,310,40,13,43,0.5,0.3,0.04,0.2,0,0,0,0,3,0,0.1,29,0.07,0.03,0.6,0.19,0,58,0.35,0,68,0,0
きゅうり果実生,13,95.4,1,0.1,3,1,200,26,15,36,0.3,0.2,0.11,0.07,1,1,1,4,28,0,0.3,34,0.03,0.03,0.4,0.05,0,25,0.33,1.4,14,0,0
きゅうり漬物塩漬,17,92.1,1,0.1,3.7,1000,220,26,15,38,0.2,0.2,0.07,0.07,0,0,0,0,18,0,0.3,46,0.02,0.03,0.4,0.06,0,28,0.34,0,11,0,2.5
きゅうり漬物しょうゆ漬,51,81,3.2,0.4,10.8,1600,79,39,21,29,1.3,0.2,0.08,0.16,0,0,0,0,48,0,0.5,83,0.03,0.02,0.6,0.01,0,5,0.12,0,8,0,4.1
きゅうり漬物ぬかみそ漬,28,85.6,1.5,0.1,6.2,2100,610,22,48,88,0.3,0.2,0.11,0.14,1,1,1,7,18,0,0.2,110,0.26,0.05,1.9,0.2,0,22,0.93,1.2,22,0,5.3
きゅうり漬物ピクルススイート型,70,80,0.3,0.1,18.3,440,18,25,6,16,0.3,0.1,0.04,0,0,0,0,0,4,0,0.1,32,0,0.01,0.2,0.04,0,2,0,0,0,0,1.1
きゅうり漬物ピクルスサワー型,13,93.4,1.4,0,2.5,1000,11,23,24,5,1.2,0.1,0.04,0.2,0,0,0,0,1,0,0,15,0.02,0.06,0.3,0,0,1,0,0,0,0,2.5
ぎょうじゃにんにく葉生,35,88.8,3.5,0.2,6.6,2,340,29,22,30,1.4,0.4,0.16,0,0,0,0,0,170,0,0.4,320,0.1,0.16,1.7,0.15,0,85,0.39,0,59,0,0
キンサイ茎葉生,16,93.5,1.1,0.4,3.5,27,360,140,26,56,0.5,0.5,0.02,0.52,0,0,0,0,150,0,1.2,180,0.05,0.11,0.8,0.08,0,47,0.35,0,15,0,0.1
キンサイ茎葉ゆで,15,93.6,1.1,0.4,3.5,27,320,140,24,56,0.5,0.5,0.02,0.42,0,0,0,0,130,0,1.2,210,0.03,0.06,0.6,0.05,0,31,0.34,0,7,0,0.1
クレソン茎葉生,13,94.1,2.1,0.1,2.5,23,330,110,13,57,1.1,0.2,0.05,0,2,2,1,20,230,0,1.6,190,0.1,0.2,1,0.13,0,150,0.3,4,26,0,0.1
くわい塊茎生,128,65.5,6.3,0.1,26.6,3,600,5,34,150,0.8,2.2,0.71,0.13,1,1,0,4,0,0,3,1,0.12,0.07,3,0.34,0,140,0.78,7.2,2,0,0
くわい塊茎ゆで,129,65,6.2,0.1,27.2,3,550,5,32,140,0.8,2.1,0.59,0.12,0,0,0,0,0,0,3.1,1,0.1,0.06,2.6,0.3,0,120,0.75,0,0,0,0
ケール葉生,26,90.2,2.1,0.4,5.6,9,420,220,44,45,0.8,0.3,0.05,0.55,1,4,1,38,240,0,2.4,210,0.06,0.15,1.3,0.16,0,120,0.31,4,81,0,0
コールラビ球茎生,21,93.2,1,0,5.1,7,240,29,15,29,0.2,0.1,0.02,0.07,0,0,0,0,1,0,0,7,0.04,0.05,0.3,0.09,0,73,0.2,0,45,0,0
コールラビ球茎ゆで,20,93.1,1,0,5.2,7,210,27,14,28,0.2,0.1,0.02,0.07,0,0,0,0,1,0,0,8,0.03,0.05,0.3,0.06,0,71,0.2,0,37,0,0
こごみ若芽生,25,90.7,3,0.2,5.3,1,350,26,31,69,0.6,0.7,0.26,0.33,0,0,0,0,100,0,1.7,120,0,0.12,3.5,0.03,0,150,0.6,0,27,0,0
ごぼう類ごぼう根生,58,81.7,1.8,0.1,15.4,18,320,46,54,62,0.7,0.8,0.21,0.18,2,1,1,1,0,0,0.6,0,0.05,0.04,0.6,0.1,0,68,0.23,1.3,3,0,0
ごぼう類ごぼう根ゆで,50,83.9,1.5,0.2,13.7,11,210,48,40,46,0.7,0.7,0.16,0.16,0,0,0,0,0,0,0.6,0,0.03,0.02,0.4,0.09,0,61,0.19,0,1,0,0
ごぼう類堀川ごぼう根生,55,75.7,3.2,0.2,19.1,6,540,70,62,130,2.2,0.9,0.22,0.55,2,1,3,6,0,0,0.4,0,0.08,0.06,1.3,0.09,0.1,49,0.08,2.6,4,0,0
こまつな葉生,13,94.1,1.5,0.2,2.4,15,500,170,12,45,2.8,0.2,0.06,0.13,2,1,2,10,260,0,0.9,210,0.09,0.13,1.6,0.12,0,110,0.32,2.9,39,0,0
こまつな葉ゆで,14,94,1.6,0.1,3,14,140,150,14,46,2.1,0.3,0.07,0.17,0,0,0,0,260,0,1.5,320,0.04,0.06,0.9,0.06,0,86,0.23,0,21,0,0
コリアンダー葉生,18,92.4,1.4,0.4,4.6,4,590,84,16,59,1.4,0.4,0.09,0.39,2,0,2,23,150,0,1.9,190,0.09,0.11,1.5,0.11,0,69,0.52,6.2,40,0,0
ザーサイ漬物,20,77.6,2.5,0.1,4.6,5400,680,140,19,67,2.9,0.4,0.1,0.34,0,0,0,0,1,0,0.2,24,0.04,0.07,1.1,0.09,0,14,0.35,0,0,0,13.7
さんとうさい葉生,12,94.7,1,0.2,2.7,9,360,140,14,27,0.7,0.3,0.04,0.16,0,0,0,0,96,0,0.8,100,0.03,0.07,0.7,0.08,0,130,0.17,0,35,0,0
さんとうさい葉ゆで,14,94.3,1.4,0.3,2.9,9,240,130,13,30,0.6,0.4,0.04,0.2,0,0,0,0,130,0,0.9,140,0.02,0.05,0.5,0.05,0,74,0.12,0,22,0,0
さんとうさい塩漬,18,90.3,1.5,0.3,4,910,420,190,17,35,0.6,0.4,0.06,0.16,0,0,0,0,140,0,1,150,0.04,0.12,0.9,0.1,0,98,0.21,0,44,0,2.3
しかくまめ若ざや生,19,92.8,2.4,0.1,3.8,1,270,80,38,48,0.7,0.3,0.09,0.54,0,0,0,0,36,0,0.4,63,0.09,0.09,1.8,0.1,0,29,0.36,0,16,0,0
ししとう類ししとう果実生,24,91.4,1.9,0.3,5.7,1,340,11,21,34,0.5,0.3,0.1,0.18,0,4,1,4,44,0,1.3,51,0.07,0.07,1.8,0.39,0,33,0.35,4.2,57,0,0
ししとう類ししとう果実油いため,51,88.3,1.9,3.2,5.8,0,380,15,21,39,0.6,0.3,0.1,0.18,0,4,1,4,45,0,1.3,52,0.07,0.07,1.9,0.4,0,34,0.36,3.7,49,0,0
ししとう類万願寺とうがらし果実生,26,91.6,1.3,0.3,6.2,0,220,11,13,31,0.3,0.2,0.04,0.08,0,0,0,3,23,0,0.9,18,0.04,0.03,1.2,0.2,0,16,0.12,2.4,83,0,0
しそ葉生,32,86.7,3.9,0.1,7.5,1,500,230,70,70,1.7,1.3,0.2,2.01,6,1,2,30,880,0,3.9,690,0.13,0.34,2.4,0.19,0,110,1,5.1,26,0,0
しそ実生,32,85.7,3.4,0.1,8.9,1,300,100,71,85,1.2,1,0.52,1.35,0,0,0,0,220,0,3.8,190,0.09,0.16,3,0.12,0,72,0.8,0,5,0,0
じゅうろくささげ若ざや生,22,91.9,2.5,0.1,4.8,1,200,31,36,54,0.5,0.7,0.12,0.66,1,1,0,74,96,0,0.5,120,0.08,0.09,1.5,0.11,0,150,0.43,9.7,25,0,0
じゅうろくささげ若ざやゆで,28,90.2,2.8,0.1,6.2,1,180,33,32,56,0.5,0.6,0.11,0.63,0,1,0,67,93,0,0.3,130,0.09,0.09,1.4,0.07,0,150,0.39,9,16,0,0
しゅんぎく葉生,20,91.8,2.3,0.3,3.9,73,460,120,26,44,1.7,0.2,0.1,0.4,5,2,2,12,380,0,1.7,250,0.1,0.16,1.5,0.13,0,190,0.23,3.5,19,0,0.2
しゅんぎく葉ゆで,25,91.1,2.7,0.5,4.5,42,270,120,24,44,1.2,0.2,0.12,0.49,0,0,0,0,440,0,2,460,0.05,0.08,1.2,0.06,0,100,0.13,0,5,0,0.1
じゅんさい若葉水煮びん詰,4,98.6,0.4,0,1,2,2,4,2,5,0,0.2,0.02,0.02,0,0,0,0,2,0,0.1,16,0,0.02,0.1,0,0,3,0,0,0,0,0
しょうが類葉しょうが根茎生,9,96.3,0.5,0.2,2.1,5,310,15,21,21,0.4,0.4,0.05,4.73,0,0,0,0,0,0,0.1,0,0.02,0.03,0.4,0.08,0,14,0.07,0,3,0,0
しょうが類しょうが根茎皮なし生,28,91.4,0.9,0.3,6.6,6,270,12,27,25,0.5,0.1,0.06,5.01,0,1,1,6,0,0,0.1,0,0.03,0.02,0.8,0.13,0,8,0.21,0.7,2,0,0
しょうが類しょうが根茎皮なし生おろし,58,81.6,0.7,0.8,16,4,380,39,27,24,0.8,0.2,0.05,5.12,0,0,1,12,1,0,0.3,0,0.02,0.02,0.6,0.12,0,5,0.07,0.5,1,0,0
しょうが類しょうが根茎皮なし生おろし汁,17,95.1,0.4,0.3,3.5,3,300,2,19,24,0.2,0.2,0.04,3.16,0,0,0,6,0,0,0.1,0,0.02,0.01,0.6,0.12,0,6,0.04,0.6,1,0,0
しょうが類しょうが漬物酢漬,15,89.2,0.3,0.2,3.9,2200,25,22,6,5,0.2,0,0.02,0.41,0,0,2,0,0,0,0.1,0,0,0.01,0.1,0,0,1,0,0.2,0,0,5.6
しょうが類しょうが漬物甘酢漬,44,86,0.2,0.4,10.7,800,13,39,4,3,0.3,0,0.01,0.37,1,3,2,0,0,0,0.1,0,0.63,0,0.1,0,0,1,0,0.2,0,0,2
しょうが類新しょうが根茎生,10,96,0.3,0.3,2.7,3,350,11,15,23,0.5,0.4,0.04,7.65,0,0,1,3,0,0,0.1,0,0.01,0.01,0.3,0.05,0,10,0.05,0.5,2,0,0
しろうり果実生,15,95.3,0.9,0.1,3.3,1,220,35,12,20,0.2,0.2,0.03,0.05,5,0,0,2,6,0,0.2,29,0.03,0.03,0.4,0.04,0,39,0.3,1.3,8,0,0
しろうり漬物塩漬,15,92.8,1,0.1,3.7,790,220,26,13,24,0.2,0.2,0.04,0.05,0,0,0,0,6,0,0.2,44,0.03,0.03,0.2,0.07,0,43,0.3,0,10,0,2
しろうり漬物奈良漬,216,44,4.6,0.2,40,1900,97,25,12,79,0.4,0.8,0.07,0.51,1,1,1,81,2,0,0.1,6,0.03,0.11,1.4,0.39,0.1,52,0.57,1,0,5.8,4.8
ずいき生ずいき生,15,94.5,0.5,0,4.1,1,390,80,6,13,0.1,1,0.03,2.24,0,0,0,0,9,0,0.4,9,0.01,0.02,0.3,0.03,0,14,0.28,0,5,0,0
ずいき生ずいきゆで,10,96.1,0.4,0,3.1,1,76,95,7,9,0.1,0.9,0.02,1.69,0,0,0,0,9,0,0.3,14,0,0,0.1,0.01,0,10,0.1,0,1,0,0
ずいき干しずいき乾,232,9.9,6.6,0.4,63.5,6,10000,1200,120,210,9,5.4,0.55,25,0,0,0,0,1,0,0.4,19,0.15,0.3,3.6,0.07,0,30,2,0,0,0,0
ずいき干しずいきゆで,9,95.5,0.5,0,3.4,2,160,130,8,5,0.7,0.3,0.05,2.35,0,0,0,0,0,0,0.1,3,0,0.01,0.1,0,0,1,0.06,0,0,0,0
すいぜんじな葉生,16,93.1,0.6,0.6,3.4,1,530,140,42,42,0.5,0.5,0.07,2.11,3,0,1,8,350,0,3.8,270,0.06,0.12,0.6,0.08,0,66,0.03,4.7,17,0,0
すぐきな葉生,23,90.5,1.9,0.2,5.4,32,680,150,18,58,2.6,0.3,0.06,0.3,0,0,0,0,170,0,3.8,280,0.08,0.13,1.6,0.05,0,200,0.35,0,73,0,0.1
すぐきな根生,19,93.7,0.6,0.1,4.7,26,310,26,8,35,0.1,0.1,0.03,0.05,0,0,0,0,0,0,0,0,0.03,0.03,0.8,0.01,0,50,0.26,0,13,0,0.1
すぐきなすぐき漬,30,87.4,2.6,0.7,6.1,870,390,130,25,76,0.9,0.4,0.08,0.09,0,0,0,0,250,0,2.2,270,0.12,0.11,1.9,0.13,0,110,0.24,0,35,0,2.2
ズッキーニ果実生,16,94.9,1.3,0.1,2.8,1,320,24,25,37,0.5,0.4,0.07,0.15,0,0,1,6,27,0,0.4,35,0.05,0.05,0.6,0.09,0,36,0.22,2.7,20,0,0
せり茎葉生,17,93.4,2,0.1,3.3,19,410,34,24,51,1.6,0.3,0.15,1.24,0,0,0,0,160,0,0.7,160,0.04,0.13,1.7,0.11,0,110,0.42,0,20,0,0
せり茎葉ゆで,17,93.6,2.1,0.1,3.4,8,190,38,19,40,1.3,0.2,0.1,1.3,0,0,0,0,150,0,0.6,160,0.02,0.06,1.1,0.07,0,61,0.32,0,10,0,0
セロリ葉柄生,12,94.7,0.4,0.1,3.6,28,410,39,9,39,0.2,0.2,0.03,0.11,1,0,0,2,4,0,0.2,10,0.03,0.03,0.1,0.08,0,29,0.26,1.2,7,0,0.1
ぜんまい生ぜんまい若芽生,27,90.9,1.7,0.1,6.6,2,340,10,17,37,0.6,0.5,0.15,0.4,0,0,0,0,44,0,0.6,34,0.02,0.09,1.8,0.05,0,210,0.64,0,24,0,0
ぜんまい生ぜんまい若芽ゆで,17,94.2,1.1,0.4,4.1,2,38,19,9,20,0.3,0.4,0.1,0.22,0,0,0,0,36,0,0.5,34,0.01,0.05,0.9,0,0,59,0.12,0,2,0,0
ぜんまい干しぜんまい干し若芽乾,277,8.5,14.6,0.6,70.8,25,2200,150,140,200,7.7,4.6,1.2,3.34,0,0,0,0,59,0,1.4,120,0.1,0.41,11,0.02,0,99,3.1,0,0,0,0.1
ぜんまい干しぜんまい干し若芽ゆで,25,91.2,1.7,0.1,6.8,2,19,20,9,16,0.4,0.3,0.14,0.2,0,0,0,0,1,0,0.2,20,0,0.01,0.4,0,0,1,0,0,0,0,0
そらまめ未熟豆生,102,72.3,10.9,0.2,15.5,1,440,22,36,220,2.3,1.4,0.39,0.21,0,0,0,150,20,0,0,18,0.3,0.2,2.9,0.17,0,120,0.46,6.9,23,0,0
そらまめ未熟豆ゆで,103,71.3,10.5,0.2,16.9,4,390,22,38,230,2.1,1.9,0.33,0.38,0,0,0,0,18,0,0,19,0.22,0.18,2.5,0.13,0,120,0.39,0,18,0,0
タアサイ葉生,12,94.3,1.3,0.2,2.2,29,430,120,23,46,0.7,0.5,0.05,0.38,0,0,0,0,180,0,1.5,220,0.05,0.09,1.4,0.12,0,65,0.19,0,31,0,0.1
タアサイ葉ゆで,11,95,1.1,0.2,2.3,23,320,110,18,43,0.6,0.4,0.04,0.32,0,0,0,0,200,0,1.7,230,0.02,0.03,0.8,0.05,0,42,0.09,0,14,0,0.1
だいこん類かいわれだいこん芽ばえ生,21,93.4,2.1,0.5,3.3,5,99,54,33,61,0.5,0.3,0.03,0.35,12,0,0,6,160,0,2.1,200,0.08,0.13,2,0.23,0,96,0.29,5.6,47,0,0
だいこん類葉だいこん葉生,17,92.6,2,0.2,3.3,41,340,170,25,43,1.4,0.4,0.05,0.23,0,0,0,0,190,0,1.5,220,0.07,0.15,1.2,0.22,0,130,0.39,0,49,0,0.1
だいこん類だいこん葉生,23,90.6,2.2,0.1,5.3,48,400,260,22,52,3.1,0.3,0.04,0.27,0,0,0,0,330,0,3.8,270,0.09,0.16,1.3,0.18,0,140,0.26,0,53,0,0.1
